Author,Title,Year,DOI,Link,Type,Venue,
Hakkou S.; Esbai R.; El Mazoui Nadori Yasser L.,Representation of a GED Functionality in the Transformation of the BPMN Model to the UML Model Using the MDA Approach,2024,10.1007/978-3-031-48465-0_43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188458378&doi=10.1007%2f978-3-031-48465-0_43&partnerID=40&md5=64e6595e06dd7b4c0690a56a9b9e7342,Conference paper,Lecture Notes in Networks and Systems,
Philipp ZechGeorg Fr??chRuth Breu,A Requirements Study on Model Repositories for Digital Twins in Construction Engineering,2024,10.1007/978-3-031-46846-9_27,https://link.springer.com/chapter/10.1007/978-3-031-46846-9_27,Conference paper,Cooperative Information Systems,
Krus P.,LARGE LANGUAGE MODEL IN AIRCRAFT SYSTEM DESIGN,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208784130&partnerID=40&md5=fe0b7c9e9020fd5bd4be3770e62aef59,Conference paper,ICAS Proceedings,
Julian NeubergerLars AckermannStefan Jablonski,Beyond Rule-Based Named Entity Recognition and Relation Extraction for Process Model Generation from Natural Language Text,2024,10.1007/978-3-031-46846-9_10,https://link.springer.com/chapter/10.1007/978-3-031-46846-9_10,Conference paper,Cooperative Information Systems,
Busch D.; Nolte G.; Bainczyk A.; Steffen B.,ChatGPT in?the?Loop: A Natural Language Extension for?Domain-Specific Modeling Languages,2024,10.1007/978-3-031-46002-9_24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180624511&doi=10.1007%2f978-3-031-46002-9_24&partnerID=40&md5=acef4224b82d7aaa24604fd3ca3c02b7,Conference paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),
Lenz BelznerThomas GaborMartin Wirsing,"Large Language Model Assisted Software Engineering: Prospects, Challenges, and a Case Study",2024,10.1007/978-3-031-46002-9_23,https://link.springer.com/chapter/10.1007/978-3-031-46002-9_23,Conference paper,Bridging the Gap Between AI and Reality,
Wolfgang AhrendtKlaus Havelund,AI Assisted Programming,2024,10.1007/978-3-031-46002-9_22,https://link.springer.com/chapter/10.1007/978-3-031-46002-9_22,Conference paper,Bridging the Gap Between AI and Reality,
Masoud MokhtariNeda AhmadiTeresa S. M. TsangPurang AbolmaesumiRenjie Liao,"GEMTrans: A General, Echocardiography-Based, Multi-level Transformer Framework for Cardiovascular Diagnosis",2024,10.1007/978-3-031-45676-3_1,https://link.springer.com/chapter/10.1007/978-3-031-45676-3_1,Conference paper,Machine Learning in Medical Imaging,
Jin K.; Lano K.,Object Constraint Language based test case optimization with modified Average Percentage of Fault Detection metric,2024,10.1002/smr.2708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197540393&doi=10.1002%2fsmr.2708&partnerID=40&md5=1e1d6e8659d24a059952b01386264972,Article,Journal of Software: Evolution and Process,
"Xu, Kai-Hang; Yang, Di-Fei; Liu, Meng-Yuan; Xu, Wei; Li, Yin-Hua; Xiao, Wen-Jun",Hepatoprotective effects and mechanisms of l-theanine and epigallocatechin gallate combined intervention in alcoholic fatty liver rats,2024,10.1002/jsfa.13658,,J,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,
Mittal S.; Singh A.; Chittora P.,Design and development of leaky least mean fourth control algorithm for single-phase grid-connected multilevel inverter,2024,10.1002/cta.3746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166624627&doi=10.1002%2fcta.3746&partnerID=40&md5=d2436eb6b8a60106e7b1aa4c303b80ea,Article,International Journal of Circuit Theory and Applications,
"Ahmed, Shimaa A.; Kamel, Emadeldin M.; Mahmoud, Ayman M.; Nasr, Hamdi M. D.; Hassan, Hossam M.; Alanazi, Mohammed M.; Rateb, Mostafa E.; Hozayen, Walaa G.; Ahmed, Sayed A.","Phytochemical Analysis, and Antioxidant and Hepatoprotective Activities of Chamaerops humilis L. Leaves; A Focus on Xanthine Oxidase",2024,10.1002/cbdv.202400865,,J,CHEMISTRY & BIODIVERSITY,
Mbagwu E.; Allada V.,A Design Methodology for Developing an ISS Inspired Long Duration Space Vehicle,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206570196&partnerID=40&md5=688cb30cd2d8d9679aa12b6f426c0762,Conference paper,Proceedings of the IISE Annual Conference and Expo 2024,
Nabizada H.; Jeleniewski T.; Beers L.; Gehlhoff F.; Fay A.,Automated PDDL Domain File Generation for Enhancing Production System Development based on SysML Models,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214788631&partnerID=40&md5=b6fbdcc71dd5606f3c451c1310b0a8aa,Conference paper,CEUR Workshop Proceedings,
S?lev? J.; Palen-Michel C.,"Brandeis at VarDial 2024 DSL-ML Shared Task: Multilingual Models, Simple Baselines and Data Augmentation",2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000833992&partnerID=40&md5=16409f4d411506c09554de68f9693ed4,Conference paper,"VarDial 2024 - 11th Workshop on NLP for Similar Languages, Varieties and Dialects, Proceedings of the Workshop",
Xu J.; Sun M.; Zhang Z.; Zhou J.,ChatUIE: Exploring Chat-based Unified Information Extraction using Large Language Models,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195889991&partnerID=40&md5=694c4ba91ec4ff71f0542fc51cda5e94,Conference paper,"2024 Joint International Conference on Computational Linguistics, Language Resources and Evaluation, LREC-COLING 2024 - Main Conference Proceedings",
Hsu A.R.; Cherapanamjeri Y.; Park B.; Naumann T.; Odisho A.Y.; Yu B.,DIAGNOSING TRANSFORMERS: ILLUMINATING FEATURE SPACES FOR CLINICAL DECISION-MAKING,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200551405&partnerID=40&md5=13a73a1286450acea34f6662fc118bb3,Conference paper,"12th International Conference on Learning Representations, ICLR 2024",
Mohit H.; Chaitanya K.; Kumar M.; Kushal B.; Shanthakumara A.H.,Effortless Meeting Analysis Automation,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209142932&partnerID=40&md5=6766887c615a8de9d756a9b562322723,Conference paper,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",
Libro M.; Gelain S.; Fummi F.,Enhancing Trustworthiness and Formalization in the Construction Industry with Modeling Languages and Ontologies,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006594317&partnerID=40&md5=5176c3af32d51014af53a087e7e9fec1,Conference paper,CEUR Workshop Proceedings,
"Camara, Javier; Troya, Javier; Burgueno, Lola",From Chats to Models: Assessing the Potential of LLMs in the World of Software Modeling,2024,,,J,ERCIM NEWS,
G. Antal; R. VozÃ¡r; R. Ferenc,Toward a New Era of Rapid Development: Assessing GPT-4-Vision's Capabilities in UML-Based Code Generation,2024,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734638,IEEE Conferences,2024 IEEE/ACM International Workshop on Large Language Models for Code (LLM4Code),
Seo J.; Fukuda K.; Shibuya T.; Narihira T.; Murata N.; Hu S.; Lai C.-H.; Kim S.; Mitsufuji Y.,GenWarp: Single Image to Novel Views with Semantic-Preserving Generative Warping,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000543076&partnerID=40&md5=5a33da4705b6a4a28a3217933401a8ba,Conference paper,Advances in Neural Information Processing Systems,
Maurer M.M.; Romberg J.; Reuver M.; Weldekiros N.D.; Lapesa G.,GESIS-DSM at PerpectiveArg2024: A Matter of Style? Socio-Cultural Differences in Argumentation,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204903373&partnerID=40&md5=b81b77394fd70117e5ec2ac08f2743c4,Conference paper,"ArgMining 2024 - 11th Workshop on Argument Mining, Proceedings of the Workshop",
Barke S.; Gonzalez E.A.; Kasibatla S.R.; Berg-Kirkpatrick T.; Polikarpova N.,HYSYNTH: Context-Free LLM Approximation for Guiding Program Synthesis,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000508581&partnerID=40&md5=bdad7c9df19a8d207caac4901e93963b,Conference paper,Advances in Neural Information Processing Systems,
Mali D.; Mali R.; Barale C.,Information Extraction for Planning Court Cases,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216920574&partnerID=40&md5=7c6b83551039e417456ac8ae8aff33e1,Conference paper,"NLLP 2024 - Natural Legal Language Processing Workshop 2024, Proceedings of the Workshop",
Iga V.-I.-R.,Integrating LLMs with Knowledge Graphs-enhanced Task-Oriented Dialogue Systems,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207046142&partnerID=40&md5=818570425f217889185ca2e4d117817c,Conference paper,CEUR Workshop Proceedings,
von Hei?en O.; Mpidi Bita I.; Hanke F.; Hovemann A.; Dumitrescu R.,Toward Intelligent Generation of System Architectures,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003905512&partnerID=40&md5=dcb5ebbf83be767ef6dba0fd985068cb,Conference paper,Proceedings of the NordDesign 2024 Conference,
Kulkarni P.J.; Tissen D.; Bernijazov R.; Dumitrescu R.,Towards Automated Design: Automatically Generating Modeling Elements with Prompt Engineering and Generative Artificial Intelligence,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003910987&partnerID=40&md5=6bfb976c459ad0db22f198633072bbe4,Conference paper,Proceedings of the NordDesign 2024 Conference,
Rudnichenko N.; Vychuzhanin V.; Simanenkov A.; Otradskya T.; Shvedov D.; Petrov I.,Large language models for processing and intellectual large volumes heterogeneous texts analysis with identifying bots in social networks,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207848648&partnerID=40&md5=76b3f8bd502ade3be94050eb01684223,Conference paper,CEUR Workshop Proceedings,
Mart¨ªnez-Lasaca F.; D¨ªez P.; Guerra E.; de Lara J.,LowcoBot: Towards chatting with low-code platforms,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199000785&partnerID=40&md5=b2f37c5a8d9521495baefe68f1a58256,Conference paper,CEUR Workshop Proceedings,
Bonlarron A.; R¨¦gin J.-C.,Markov Constraint as Large Language Model Surrogate,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203699733&partnerID=40&md5=183ad8c199ffc318ed5e00b702cefbc3,Conference paper,IJCAI International Joint Conference on Artificial Intelligence,
Furuta H.; Lee K.-H.; Nachum O.; Matsuo Y.; Faust A.; Gu S.S.; Gur I.,MULTIMODAL WEB NAVIGATION WITH INSTRUCTIONFINETUNED FOUNDATION MODELS,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200557096&partnerID=40&md5=f0a3292aebb8bc512980c865d5b3d2c9,Conference paper,"12th International Conference on Learning Representations, ICLR 2024",
Arroyo A.M.C.; Munnangi M.; Sun J.; Zhang K.Y.C.; McInerney D.J.; Wallace B.C.; Amir S.,Open (Clinical) LLMs are Sensitive to Instruction Phrasings,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204489862&partnerID=40&md5=751749f2c67d2c1dba4648aa20275509,Conference paper,"BioNLP 2024 - 23rd Meeting of the ACL Special Interest Group on Biomedical Natural Language Processing, Proceedings of the Workshop and Shared Tasks",
Alarcia R.M.G.; Golkar A.,Optimizing Token Usage on Large Language Model Conversations Using the Design Structure Matrix,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003994182&partnerID=40&md5=155ce8663cacdc8c9dcdb56cebe266f2,Conference paper,"Proceedings of the 26th International Dependency and Structure Modeling Conference: Advanced Systems Engineering focusing on Complexity Management, DSM 2024",
Bitew S.K.; Schelstraete V.; Zaporojets K.; Van Nieuwenhove K.; Meganck R.; Develder C.,Personality Style Recognition via Machine Learning: Identifying Anaclitic and Introjective Personality Styles from Patients¡¯ Speech,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205829000&partnerID=40&md5=37a4ad8babf933ea1ada17f713ddef3b,Conference paper,Computational Linguistics in the Netherlands Journal,
Alter S.,Produce a Useful and Teachable Theoretical Foundation for IS Engineering,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195202048&partnerID=40&md5=12d41d146e40866b69eb626d86451d76,Conference paper,CEUR Workshop Proceedings,
Suzuki M.,System Modeling Considering Situation and Environment for Action Control Including Awareness and Planning,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216393738&partnerID=40&md5=f291193885f12c2fa8302d84fff75ddb,Conference paper,"2024 SICE Festival with Annual Conference, SICE FES 2024",
Abukhalaf S.; Hamdaqa M.; Khomh F.,PathOCL: Path-Based Prompt Augmentation for OCL Generation with GPT-4,2024,10.1145/3650105.3652290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197207102&doi=10.1145%2f3650105.3652290&partnerID=40&md5=7fa723241712d91d047725f199c89d43,Conference paper,"Proceedings - 2024 IEEE/ACM 1st International Conference on AI Foundation Models and Software Engineering, FORGE 2024",
Apvrille L.; Sultan B.,System Architects Are not Alone Anymore: Automatic System Modeling with AI,2024,10.5220/0012320100003645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190380212&doi=10.5220%2f0012320100003645&partnerID=40&md5=e81c6d6e7f267da5219ff391c76e5bcd,Conference paper,International Conference on Model-Driven Engineering and Software Development,
C¨¢mara J.; Burgue?o L.; Troya J.,Towards standarized benchmarks of LLMs in software modeling tasks: a conceptual framework,2024,10.1007/s10270-024-01206-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203189299&doi=10.1007%2fs10270-024-01206-9&partnerID=40&md5=fba4002d3c2cfbe0fff4429ec8930b81,Article,Software and Systems Modeling,
Bhatia S.; Qiu J.; Hasabnis N.; Seshia S.A.; Cheung A.,Verified Code Transpilation with LLMs,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000477932&partnerID=40&md5=abae5980a1b3db32d3cf9599a97c39d7,Conference paper,Advances in Neural Information Processing Systems,
Singhal R.; Goldstein M.; Ranganath R.,What's the score? Automated Denoising Score Matching for Nonlinear Diffusions,2024,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203802360&partnerID=40&md5=fc8ff9ee1c53fc562d3884c888cea729,Conference paper,Proceedings of Machine Learning Research,
du Plooy C.; Oosthuizen R.,AI USEFULNESS IN SYSTEMS MODELLING AND SIMULATION: GPT-4 APPLICATION,2023,10.7166/34-3-2944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176944975&doi=10.7166%2f34-3-2944&partnerID=40&md5=59c3ffd366fa9238d8659440408700c9,Article,South African Journal of Industrial Engineering,
Putra E.R.; Siregar L.; Fitri I.; Karim S.,"Analysis and Design of Geographic Information Systems Mapping Agricultural and Plantation Locations in Melak District, Kutai Barat Regency",2023,10.5815/ijieeb.2023.04.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202200334&doi=10.5815%2fijieeb.2023.04.05&partnerID=40&md5=a516269a8edc311e9d92210ca1843f71,Article,International Journal of Information Engineering and Electronic Business,
Sihler F.; Tichy M.; Pietron J.,One-Way Model Transformations in the Context of the Technology-Roadmapping Tool IRIS,2023,10.5381/jot.2023.22.2.a2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166983615&doi=10.5381%2fjot.2023.22.2.a2&partnerID=40&md5=d7b6c0228986232c40700b7e15b14e9a,Article,Journal of Object Technology,
Gupta R.D.,Software development with UML modelling and software testing techniques,2023,10.4018/978-1-6684-9809-5.ch012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174341238&doi=10.4018%2f978-1-6684-9809-5.ch012&partnerID=40&md5=a152d84582f25a955ccd410b80a89a27,Book chapter,The Software Principles of Design for Data Modeling,
Chen K.; Yang Y.; Chen B.; Hernandez Lopez J.A.; Mussbacher G.; Varro D.,Automated Domain Modeling with Large Language Models: A Comparative Study,2023,10.1109/MODELS58315.2023.00037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182315961&doi=10.1109%2fMODELS58315.2023.00037&partnerID=40&md5=342b708eefedcd652424a715cce3b293,Conference paper,"Proceedings - ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems, MODELS 2023",
Hussain M.T.; Sarwar A.; Tariq M.; Urooj S.; BaQais A.; Hossain M.A.,An Evaluation of ANN Algorithm Performance for MPPT Energy Harvesting in Solar PV Systems,2023,10.3390/su151411144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166262951&doi=10.3390%2fsu151411144&partnerID=40&md5=a4e108590a1979a6180029099874711e,Article,Sustainability (Switzerland),
Dong Z.; Ding Q.; Zhai W.; Zhou M.,A Speech Recognition Method Based on Domain-Specific Datasets and Confidence Decision Networks,2023,10.3390/s23136036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164844890&doi=10.3390%2fs23136036&partnerID=40&md5=26d60d0bb959b681801dbcaf2ee50269,Article,Sensors,
"Omar, Ahmad A. A.; Heikal, Yasmin M. M.; Zayed, Ehab M. M.; Shamseldin, Sahar A. M.; Salama, Yossry E. E.; Amer, Khaled E. E.; Basuoni, Mostafa M. M.; Abd Ellatif, Sawsan; Mohamed, Azza H. H.",Conferring of Drought and Heat Stress Tolerance in Wheat (Triticum aestivum L.) Genotypes and Their Response to Selenium Nanoparticles Application,2023,10.3390/nano13060998,,J,NANOMATERIALS,
Dalbouchi R.; Trabelsi C.; Elhajji M.; Zitouni A.,A Model-Driven Platform for Dynamic Partially Reconfigurable Architectures: A Case Study of a Watermarking System,2023,10.3390/mi14020481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149060605&doi=10.3390%2fmi14020481&partnerID=40&md5=2f703a8acde37880f6cf66529ba0d24d,Article,Micromachines,
Kim Y.; Kim J.; Kang S.; Chang K.-A.,Depressive-like Behaviors Induced by mGluR5 Reduction in 6xTg in Mouse Model of Alzheimer¡¯s Disease,2023,10.3390/ijms241613010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168750353&doi=10.3390%2fijms241613010&partnerID=40&md5=7bf09fdc4d53120df6fbbc05af6d901f,Article,International Journal of Molecular Sciences,
Tikayat Ray A.; Cole B.F.; Pinon Fischer O.J.; White R.T.; Mavris D.N.,aeroBERT-Classifier: Classification of Aerospace Requirements Using BERT,2023,10.3390/aerospace10030279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151346420&doi=10.3390%2faerospace10030279&partnerID=40&md5=0d1d64f9a2412eb33fdb3dd528d0a0c2,Article,Aerospace,
Huang Y.; Huang J.X.,Diversified Prior Knowledge Enhanced General Language Model for Biomedical Information Retrieval,2023,10.3233/FAIA230385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175844099&doi=10.3233%2fFAIA230385&partnerID=40&md5=82babea5cf59e66b83b845eacf7ee87a,Conference paper,Frontiers in Artificial Intelligence and Applications,
Al Khatib M.F.R.; Alqedra F.; Alam M.Z.,"BIODEGRADATION OF FATS, OIL AND GREASE USING MICROORGANISMS ISOLATED FROM PALM OIL MILL EFFLUENT",2023,10.31436/iiumej.v24i2.2590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165045144&doi=10.31436%2fiiumej.v24i2.2590&partnerID=40&md5=fdd9998eeac0177e7875daa04dd7ce76,Article,IIUM Engineering Journal,
Ray A.T.; Fischer O.J.; Mavris D.N.; White R.T.; Cole B.F.,aeroBERT-NER: Named-Entity Recognition for Aerospace Requirements Engineering using BERT,2023,10.2514/6.2023-2583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200375348&doi=10.2514%2f6.2023-2583&partnerID=40&md5=f50e5ffbd4d3897fefbcd4262b4ce3a4,Conference paper,"AIAA SciTech Forum and Exposition, 2023",
Ponnusamy S.S.; Helle P.; Zindel A.; Richter S.; Schramm G.; Strobel C.,IBIS : An Interactive Virtual Assistant for System Engineers,2023,10.2514/6.2023-1960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200255872&doi=10.2514%2f6.2023-1960&partnerID=40&md5=0e8c8716da951e9d5501cdcd5831fbd5,Conference paper,"AIAA SciTech Forum and Exposition, 2023",
Bonlarron A.; Calabr¨¨se A.; Kornprobst P.; R¨¦gin J.-C.,Constraints First: A New MDD-based Model to Generate Sentences Under Constraints,2023,10.24963/ijcai.2023/210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170392591&doi=10.24963%2fijcai.2023%2f210&partnerID=40&md5=f5baab1c68f1fdabf55c838dd0b33927,Conference paper,IJCAI International Joint Conference on Artificial Intelligence,
Acadine K.; Mabwe A.M.; El Hajjaji A.,Power Control and Voltage Balancing Strategies for a Five-Level T-Type Inverter,2023,10.23919/EPE23ECCEEurope58414.2023.10264550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175144941&doi=10.23919%2fEPE23ECCEEurope58414.2023.10264550&partnerID=40&md5=676d116b43268a83c03ea70b122daae2,Conference paper,"2023 25th European Conference on Power Electronics and Applications, EPE 2023 ECCE Europe",
Teixeira P.; Teixeira L.; Eusebio C.,Integrated information system for accessible tourism: study and design of a solution,2023,10.23919/CISTI58278.2023.10211482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169810022&doi=10.23919%2fCISTI58278.2023.10211482&partnerID=40&md5=81d37f45347c0547e5c5e7fe9bb7d7f0,Conference paper,"Iberian Conference on Information Systems and Technologies, CISTI",
Tsang R.C.W.; Baldwin A.A.; Hair J.F.; Affuso E.; Lahtinen K.D.,The Informativeness of Sentiment Types in Risk Factor Disclosures: Evidence from Firms with Cybersecurity Breaches,2023,10.2308/ISYS-2022-014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175268069&doi=10.2308%2fISYS-2022-014&partnerID=40&md5=22d51992b0ab1755113125dca433d0a0,Article,Journal of Information Systems,
Derouiche S.; Benoune K.; Kenioua A.,Influence of Red Clay Minerals on Lead-induced Liver and Testicular Oxidative Stress and Histological Alteration in Rats,2023,10.22044/jme.2023.12286.2229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150268573&doi=10.22044%2fjme.2023.12286.2229&partnerID=40&md5=c29847eaa87cd836e67d3ea4a821c1ce,Article,Journal of Mining and Environment,
G?man M.,Using Ensemble Learning in Language Variety Identification,2023,10.18653/v1/2023.vardial-1.23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168843022&doi=10.18653%2fv1%2f2023.vardial-1.23&partnerID=40&md5=e4d62522baa10ccc5ba8dd15df6555bf,Conference paper,"ACL 2023 - 10th Workshop on NLP for Similar Languages, Varieties and Dialects, VarDial 2023 - Proceedings of the Workshop",
Vaidya A.; Kane A.,Two-stage Pipeline for Multilingual Dialect Detection,2023,10.18653/v1/2023.vardial-1.22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175947561&doi=10.18653%2fv1%2f2023.vardial-1.22&partnerID=40&md5=4586e784b604fbbde9e9f6dcc7c249ae,Conference paper,"ACL 2023 - 10th Workshop on NLP for Similar Languages, Varieties and Dialects, VarDial 2023 - Proceedings of the Workshop",
Pahwa B.; Pahwa B.,BpHigh at SemEval-2023 Task 7: Can fine-tuned cross-encoders outperform GPT-3.5 in NLI tasks on clinical trial data?,2023,10.18653/v1/2023.semeval-1.266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161358278&doi=10.18653%2fv1%2f2023.semeval-1.266&partnerID=40&md5=f86a014cb67362563dd1aaa77eb259ca,Conference paper,"17th International Workshop on Semantic Evaluation, SemEval 2023 - Proceedings of the Workshop",
Wu Y.; Zhou S.; Liu Y.; Lu W.; Liu X.; Zhang Y.; Sun C.; Wu F.; Kuang K.,Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration,2023,10.18653/v1/2023.emnlp-main.740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184830804&doi=10.18653%2fv1%2f2023.emnlp-main.740&partnerID=40&md5=cd3a4e853b840b84e88b7f7c2aea298f,Conference paper,"EMNLP 2023 - 2023 Conference on Empirical Methods in Natural Language Processing, Proceedings",
Lee S.; Bloem J.,Comparing domain-specific and domain-general BERT variants for inferred real-world knowledge through rare grammatical features in Serbian,2023,10.18653/v1/2023.bsnlp-1.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175298373&doi=10.18653%2fv1%2f2023.bsnlp-1.7&partnerID=40&md5=0cc9d05baa6764d00a7adcd4d583e46c,Conference paper,"EACL 2023 - 9th Workshop on Slavic Natural Language Processing, Proceedings of the SlavicNLP 2023",
Jin Y.; Jang E.; Cui J.; Chung J.-W.; Lee Y.; Shin S.,DarkBERT: A Language Model for the Dark Side of the Internet,2023,10.18653/v1/2023.acl-long.415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170700224&doi=10.18653%2fv1%2f2023.acl-long.415&partnerID=40&md5=30879d1b7ed424101a3b953751eed3ab,Conference paper,Proceedings of the Annual Meeting of the Association for Computational Linguistics,
"Ikhsan, Ikhmal Zariq Al Imran Jamal; Abd Rahman, Norliza; Ali, Jarinah Mohd",Temperature and pH Control of Dark Fermentation Bioreactor to Produce Biohydrogen from Palm Oil Mill Effluent by Using Fuzzy Logic Controller,2023,10.17576/jkukm-2023-35(2)-16,,J,JURNAL KEJURUTERAAN,
"Tithi, Tanzia Islam; Tahsin, Md. Rafat; Anjum, Juhaer; Zaman, Tasnuva Sharmin; Aktar, Fahima; Bahar, Nasiba Binte; Tasnim, Sabiha; Sultana, Arifa; Jahan, Ishrat; Afrin, Syeda Sadia; Akter, Tahmina; Sen, Priyanka; Koly, Fahima Jannat; Reza, Md. Selim; Chowdhury, Jakir Ahmed; Kabir, Shaila; Chowdhury, Abu Asad; Amran, Md. Shah",An in vivo and in silico evaluation of the hepatoprotective potential of Gynura procumbens: A promising agent for combating hepatotoxicity,2023,10.1371/journal.pone.0291125,,J,PLOS ONE,
Kirill MilintsevichKairit SirtsGa??l Dias,Towards automatic text-based estimation of depression through symptom prediction,2023,10.1186/s40708-023-00185-9,https://link.springer.com/article/10.1186/s40708-023-00185-9,Article,Brain Informatics,
Bhardwaj S.; Tarafdar A.; Baghel M.; Dutt T.; Gaur G.K.,Determining Point of Economic Cattle Milk Production through Machine Learning and Evolutionary Algorithm for Enhancing Food Security,2023,10.1155/2023/7568139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148223944&doi=10.1155%2f2023%2f7568139&partnerID=40&md5=bb511104ff1f25e9b928a613591c40ca,Article,Journal of Food Quality,
Jain R.; Ni W.; Sunshine J.,Generating Domain-Specific Programs for Diagram Authoring with Large Language Models,2023,10.1145/3618305.3623612,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178327782&doi=10.1145%2f3618305.3623612&partnerID=40&md5=dcf2517a9a4c6bdfc0833cac758a4b0c,Conference paper,"SPLASH Companion 2023 - Companion Proceedings of the 2023 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",
Arulmohan S.; Meurs M.-J.; Mosser S.,Extracting Domain Models from Textual Requirements in the Era of Large Language Models,2023,10.1109/MODELS-C59198.2023.00096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175600987&doi=10.1109%2fMODELS-C59198.2023.00096&partnerID=40&md5=382007bd0bd9f1adad0b4c572becf766,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
Acher M.; Martinez J.,Generative AI for Reengineering Variants into Software Product Lines: An Experience Report,2023,10.1145/3579028.3609016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175977027&doi=10.1145%2f3579028.3609016&partnerID=40&md5=92f727bdb6821a88427bf3278f0383bf,Conference paper,ACM International Conference Proceeding Series,
"Khan, Muhammad Naveed; Haider, Jamil Abbas; Wang, Zhentao; Lone, Showkat Ahmad; Almutlak, Salmeh A.; Elseesy, Ibrahim E.",Application of Laplace-based variational iteration method to analyze generalized nonlinear oscillations in physical systems,2023,10.1142/S0217984923501695,,J,MODERN PHYSICS LETTERS B,
